0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	837
42	827
43	845
44	872
45	848
46	813
47	850
48	820
49	811
50	818
51	794
52	780
53	772
54	776
55	726
56	775
57	760
58	716
59	781
60	744
61	705
62	734
63	708
64	667
65	685
66	689
67	678
68	640
69	620
70	596
71	604
72	590
73	601
74	603
75	601
76	585
77	595
78	589
79	562
80	573
81	558
82	547
83	574
84	519
85	532
86	585
87	565
88	554
89	550
90	614
91	582
92	572
93	555
94	574
95	537
96	495
97	495
98	541
99	555
100	454
101	512
102	514
103	476
104	453
105	486
106	468
107	448
108	448
109	423
110	450
111	451
112	480
113	395
114	436
115	421
116	400
117	407
118	394
119	402
120	331
121	359
122	382
123	391
124	375
125	365
126	362
127	315
128	323
129	304
130	348
131	346
132	298
133	333
134	332
135	346
136	276
137	309
138	298
139	300
140	269
141	300
142	261
143	251
144	270
145	228
146	232
147	257
148	247
149	228
150	198
151	212
152	250
153	220
154	199
155	217
156	215
157	216
158	219
159	184
160	212
161	202
162	207
163	192
164	207
165	185
166	178
167	188
168	168
169	194
170	161
171	176
172	169
173	168
174	201
175	190
176	158
177	175
178	167
179	169
180	161
181	187
182	166
183	152
184	169
185	182
186	171
187	178
188	167
189	169
190	172
191	183
192	153
193	156
194	136
195	156
196	150
197	162
198	143
199	165
200	160
201	141
202	162
203	165
204	147
205	166
206	157
207	172
208	148
209	156
210	167
211	171
212	164
213	151
214	152
215	171
216	169
217	135
218	170
219	134
220	156
221	164
222	168
223	151
224	141
225	163
226	157
227	150
228	171
229	159
230	163
231	180
232	179
233	175
234	196
235	158
236	164
237	164
238	161
239	143
240	157
241	174
242	153
243	155
244	163
245	144
246	158
247	158
248	159
249	157
250	142
251	142
252	161
253	164
254	131
255	153
256	149
257	147
258	143
259	159
260	124
261	124
262	146
263	140
264	158
265	147
266	149
267	129
268	120
269	132
270	121
271	123
272	146
273	139
274	142
275	121
276	142
277	148
278	154
279	133
280	149
281	136
282	125
283	153
284	130
285	140
286	134
287	151
288	140
289	133
290	135
291	150
292	136
293	114
294	158
295	140
296	137
297	133
298	181
299	151
300	131
301	158
302	157
303	153
304	145
305	164
306	141
307	131
308	148
309	121
310	152
311	153
312	153
313	141
314	145
315	157
316	157
317	162
318	153
319	136
320	160
321	145
322	148
323	151
324	147
325	149
326	157
327	154
328	161
329	141
330	146
331	153
332	155
333	153
334	163
335	147
336	157
337	161
338	136
339	149
340	153
341	145
342	146
343	130
344	146
345	159
346	161
347	157
348	157
349	150
350	179
351	155
352	134
353	158
354	146
355	148
356	148
357	173
358	170
359	131
360	163
361	149
362	150
363	122
364	140
365	126
366	155
367	122
368	135
369	120
370	120
371	138
372	121
373	139
374	120
375	153
376	123
377	121
378	128
379	141
380	121
381	121
382	117
383	100
384	126
385	123
386	130
387	104
388	107
389	98
390	102
391	109
392	97
393	115
394	105
395	101
396	110
397	92
398	99
399	98
400	98
401	112
402	77
403	95
404	107
405	92
406	100
407	104
408	92
409	108
410	108
411	97
412	107
413	95
414	103
415	115
416	139
417	109
418	125
419	131
420	135
421	130
422	124
423	130
424	158
425	154
426	175
427	161
428	176
429	162
430	186
431	189
432	174
433	208
434	235
435	191
436	218
437	242
438	240
439	215
440	258
441	232
442	246
443	290
444	264
445	279
446	279
447	290
448	288
449	337
450	322
451	313
452	325
453	333
454	341
455	340
456	345
457	358
458	343
459	349
460	337
461	334
462	368
463	329
464	316
465	316
466	259
467	303
468	274
469	254
470	257
471	221
472	230
473	231
474	181
475	185
476	202
477	178
478	175
479	178
480	160
481	154
482	163
483	135
484	191
485	139
486	132
487	137
488	138
489	136
490	137
491	124
492	158
493	138
494	145
495	140
496	157
497	158
498	183
499	170
500	184
501	207
502	196
503	218
504	226
505	218
506	193
507	241
508	242
509	220
510	238
511	254
512	244
513	222
514	253
515	244
516	262
517	269
518	275
519	247
520	289
521	257
522	250
523	245
524	247
525	253
526	213
527	206
528	247
529	228
530	199
531	206
532	191
533	169
