0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	1687
42	1638
43	1611
44	1577
45	1626
46	1650
47	1651
48	1701
49	1589
50	1630
51	1665
52	1663
53	1540
54	1712
55	1617
56	1606
57	1631
58	1567
59	1592
60	1637
61	1614
62	1626
63	1683
64	1651
65	1711
66	1632
67	1700
68	1827
69	1699
70	1820
71	1829
72	1894
73	1988
74	2054
75	2097
76	2116
77	2079
78	2110
79	2129
80	2211
81	2219
82	2187
83	2256
84	2228
85	2139
86	2216
87	2162
88	2099
89	2036
90	2013
91	2051
92	2070
93	2039
94	1992
95	2008
96	1907
97	1889
98	1797
99	1877
100	1762
101	1661
102	1659
103	1601
104	1565
105	1534
106	1477
107	1412
108	1431
109	1364
110	1407
111	1309
112	1260
113	1207
114	1223
115	1197
116	1222
117	1221
118	1030
119	1083
120	1057
121	1033
122	1019
123	1019
124	994
125	1007
126	972
127	1005
128	954
129	946
130	957
131	970
132	878
133	902
134	959
135	916
136	896
137	926
138	927
139	889
140	914
141	862
142	847
143	914
144	780
145	910
146	842
147	870
148	827
149	875
150	856
151	909
152	910
153	807
154	847
155	816
156	813
157	812
158	824
159	881
160	827
161	856
162	834
163	870
164	859
165	799
166	860
167	843
168	830
169	822
170	882
171	833
172	781
173	817
174	853
175	776
176	810
177	857
178	840
179	801
180	740
181	753
182	733
183	767
184	748
185	701
186	664
187	712
188	581
189	544
190	519
191	503
192	477
193	453
194	435
195	400
196	397
197	353
198	335
199	314
200	312
201	263
202	270
203	278
204	272
205	222
206	225
207	234
208	198
209	197
210	182
211	206
212	168
213	176
214	159
215	150
216	168
217	157
218	159
219	173
220	176
221	158
222	170
223	215
224	190
225	202
226	202
227	223
228	249
229	293
230	319
231	337
232	399
233	479
234	585
235	610
236	652
237	831
238	909
239	1034
240	1172
241	1293
242	1495
243	1682
244	1777
245	2019
246	2206
247	2436
248	2733
249	3012
250	3284
251	3482
252	3742
253	3848
254	4317
255	4455
256	4826
257	5051
258	5034
259	5376
260	5448
261	5684
262	5732
263	5727
264	5601
265	5444
266	5569
267	5317
268	4867
269	4693
270	4334
271	4039
272	3698
273	3357
274	3002
275	2715
276	2343
277	2005
278	1654
279	1464
280	1192
281	1007
282	849
283	714
284	569
285	435
286	351
287	283
288	204
289	186
290	157
291	111
292	102
293	91
294	57
295	59
296	81
297	56
298	59
299	42
300	57
301	46
302	57
303	56
304	55
305	37
306	46
307	41
308	47
309	50
310	39
311	50
312	36
313	45
314	43
315	44
316	37
317	55
318	56
319	49
320	37
321	45
322	32
323	44
324	42
325	35
326	38
327	42
328	41
329	33
330	42
331	47
332	39
333	34
334	18
335	26
336	41
337	36
338	36
339	25
340	45
341	27
342	25
343	39
344	27
345	45
346	40
347	34
348	35
349	39
350	31
351	43
352	40
353	35
354	42
355	34
356	27
357	34
358	31
359	25
360	41
361	37
362	38
363	32
364	40
365	31
366	32
367	30
368	28
369	34
370	37
371	44
372	27
373	38
374	32
375	34
376	33
377	38
378	26
379	30
380	24
381	25
382	25
383	40
384	31
385	32
386	32
387	26
388	25
389	22
390	23
391	31
392	21
393	21
394	21
395	15
396	24
397	18
398	26
399	16
400	23
401	23
402	16
403	19
404	34
405	27
406	25
407	20
408	14
409	22
410	25
411	26
412	13
413	14
414	20
415	23
416	27
417	13
418	12
419	16
420	19
421	18
422	21
423	29
424	16
425	20
426	16
427	16
428	19
429	21
430	18
431	18
432	25
433	24
434	25
435	28
436	24
437	19
438	22
439	20
440	16
441	17
442	22
443	22
444	19
445	19
446	21
447	21
448	12
449	14
450	16
451	19
452	15
453	17
454	28
455	10
456	24
457	19
458	29
459	17
460	11
461	12
462	14
463	10
464	16
465	14
466	13
467	14
468	18
469	11
470	13
471	14
472	16
473	15
474	10
475	12
476	6
477	13
478	19
479	16
480	18
481	14
482	12
483	18
484	13
485	17
486	19
487	8
488	12
489	17
490	15
491	10
492	10
493	17
494	18
495	10
496	9
497	13
498	11
499	9
500	12
501	10
