0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,4081
42,3898
43,3653
44,3607
45,3581
46,3636
47,3599
48,3625
49,3632
50,3658
51,3658
52,3654
53,3697
54,3598
55,3717
56,3714
57,3716
58,3652
59,3711
60,3761
61,3777
62,3734
63,3727
64,3658
65,3862
66,3905
67,4008
68,4015
69,4071
70,4178
71,4210
72,4340
73,4569
74,4592
75,4722
76,4734
77,4905
78,5043
79,5072
80,5156
81,5108
82,5321
83,5364
84,5270
85,5268
86,5294
87,5185
88,5191
89,5059
90,5003
91,4973
92,4782
93,4826
94,4655
95,4634
96,4632
97,4689
98,4551
99,4415
100,4264
101,4334
102,4111
103,4104
104,4161
105,3971
106,4010
107,3811
108,3898
109,3883
110,3692
111,3676
112,3640
113,3604
114,3613
115,3556
116,3562
117,3381
118,3460
119,3438
120,3358
121,3362
122,3254
123,3404
124,3262
125,3225
126,3227
127,3120
128,3097
129,3159
130,3116
131,3125
132,3046
133,3106
134,3168
135,3118
136,3068
137,3027
138,2991
139,2929
140,2923
141,2901
142,2888
143,3023
144,2892
145,2885
146,2793
147,2922
148,2841
149,2761
150,2781
151,2850
152,2844
153,2772
154,2857
155,2839
156,2728
157,2770
158,2880
159,2878
160,2780
161,2783
162,2804
163,2746
164,2848
165,2887
166,2826
167,2795
168,2787
169,2787
170,2772
171,2807
172,2835
173,2743
174,2791
175,2808
176,2617
177,2746
178,2605
179,2485
180,2522
181,2551
182,2529
183,2393
184,2412
185,2265
186,2231
187,2089
188,2120
189,1966
190,1919
191,1755
192,1681
193,1516
194,1574
195,1459
196,1381
197,1320
198,1207
199,1147
200,1088
201,1089
202,1017
203,955
204,976
205,898
206,827
207,794
208,822
209,768
210,745
211,757
212,796
213,671
214,688
215,716
216,673
217,701
218,663
219,642
220,638
221,674
222,677
223,679
224,695
225,723
226,741
227,755
228,865
229,841
230,956
231,1089
232,1210
233,1268
234,1449
235,1654
236,1880
237,2236
238,2473
239,2804
240,3228
241,3525
242,3934
243,4486
244,4890
245,5524
246,6206
247,6688
248,7394
249,8229
250,8921
251,9579
252,10418
253,11370
254,11934
255,12634
256,13648
257,14348
258,15062
259,15629
260,16229
261,16563
262,17110
263,17071
264,17247
265,17406
266,17140
267,16358
268,15705
269,15229
270,14530
271,13759
272,12822
273,11854
274,10525
275,9509
276,8482
277,7699
278,6614
279,5864
280,4938
281,4170
282,3498
283,2944
284,2268
285,1895
286,1610
287,1315
288,1099
289,913
290,660
291,616
292,425
293,384
294,361
295,269
296,268
297,263
298,209
299,175
300,181
301,196
302,172
303,196
304,180
305,162
306,182
307,155
308,162
309,155
310,163
311,164
312,128
313,128
314,121
315,142
316,137
317,147
318,157
319,147
320,118
321,123
322,127
323,124
324,113
325,143
326,113
327,125
328,137
329,124
330,108
331,124
332,106
333,138
334,106
335,119
336,127
337,115
338,116
339,120
340,115
341,110
342,125
343,94
344,107
345,108
346,91
347,119
348,96
349,102
350,105
351,103
352,114
353,104
354,88
355,108
356,97
357,96
358,88
359,92
360,80
361,101
362,111
363,103
364,89
365,101
366,99
367,83
368,96
369,94
370,99
371,70
372,79
373,88
374,86
375,80
376,84
377,81
378,93
379,82
380,79
381,90
382,75
383,85
384,62
385,81
386,70
387,66
388,60
389,64
390,50
391,80
392,69
393,80
394,67
395,62
396,66
397,67
398,64
399,64
400,51
401,54
402,74
403,62
404,63
405,66
406,71
407,65
408,50
409,56
410,51
411,49
412,53
413,65
414,45
415,56
416,40
417,60
418,59
419,62
420,64
421,57
422,47
423,63
424,52
425,52
426,53
427,62
428,66
429,59
430,43
431,57
432,46
433,64
434,48
435,67
436,48
437,55
438,54
439,46
440,53
441,53
442,53
443,46
444,46
445,42
446,55
447,49
448,48
449,48
450,47
451,36
452,48
453,46
454,42
455,39
456,39
457,48
458,37
459,32
460,43
461,35
462,30
463,32
464,40
465,39
466,48
467,36
468,41
469,38
470,44
471,37
472,37
473,26
474,31
475,37
476,50
477,46
478,43
