0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	2520
42	2468
43	2465
44	2394
45	2386
46	2374
47	2346
48	2403
49	2432
50	2378
51	2361
52	2385
53	2324
54	2322
55	2317
56	2257
57	2354
58	2273
59	2311
60	2269
61	2197
62	2255
63	2164
64	2114
65	2080
66	2143
67	2109
68	2088
69	2070
70	2090
71	2023
72	2027
73	1938
74	1896
75	2006
76	1984
77	1916
78	1920
79	1915
80	1920
81	1982
82	1986
83	1925
84	2066
85	1944
86	1989
87	2001
88	2115
89	2104
90	2174
91	2197
92	2163
93	2170
94	2189
95	2121
96	2084
97	2063
98	2140
99	2077
100	2130
101	2097
102	2008
103	2076
104	1922
105	2045
106	1913
107	1835
108	1912
109	1811
110	1796
111	1725
112	1718
113	1723
114	1696
115	1615
116	1643
117	1585
118	1576
119	1584
120	1594
121	1500
122	1517
123	1522
124	1477
125	1419
126	1366
127	1373
128	1372
129	1370
130	1340
131	1295
132	1295
133	1299
134	1364
135	1269
136	1280
137	1182
138	1198
139	1158
140	1195
141	1158
142	1151
143	1152
144	1130
145	1110
146	1063
147	1068
148	1128
149	1030
150	1001
151	975
152	1002
153	914
154	974
155	966
156	957
157	899
158	928
159	890
160	853
161	875
162	883
163	831
164	876
165	869
166	826
167	825
168	824
169	834
170	827
171	827
172	789
173	827
174	832
175	776
176	816
177	782
178	788
179	812
180	755
181	764
182	775
183	784
184	849
185	753
186	733
187	781
188	678
189	751
190	765
191	701
192	708
193	791
194	757
195	715
196	740
197	725
198	774
199	722
200	688
201	711
202	721
203	754
204	688
205	742
206	711
207	692
208	667
209	749
210	688
211	715
212	699
213	689
214	647
215	680
216	708
217	688
218	701
219	719
220	701
221	695
222	670
223	700
224	731
225	719
226	695
227	751
228	741
229	655
230	721
231	741
232	709
233	721
234	689
235	686
236	677
237	714
238	753
239	737
240	697
241	713
242	697
243	681
244	698
245	738
246	698
247	764
248	715
249	706
250	684
251	708
252	700
253	687
254	659
255	699
256	653
257	690
258	663
259	656
260	669
261	695
262	690
263	682
264	703
265	627
266	656
267	647
268	635
269	697
270	713
271	680
272	631
273	680
274	660
275	674
276	691
277	665
278	672
279	651
280	666
281	680
282	634
283	711
284	749
285	674
286	692
287	632
288	670
289	705
290	704
291	723
292	656
293	730
294	696
295	703
296	684
297	690
298	630
299	683
300	733
301	657
302	706
303	723
304	690
305	722
306	705
307	685
308	707
309	711
310	726
311	734
312	732
313	716
314	745
315	739
316	696
317	704
318	714
319	742
320	727
321	663
322	737
323	718
324	739
325	752
326	760
327	666
328	750
329	759
330	760
331	763
332	770
333	760
334	692
335	775
336	790
337	718
338	736
339	719
340	730
341	743
342	764
343	804
344	773
345	788
346	763
347	781
348	779
349	751
350	801
351	741
352	758
353	758
354	755
355	746
356	777
357	793
358	699
359	743
360	710
361	738
362	711
363	757
364	747
365	761
366	763
367	691
368	744
369	727
370	725
371	735
372	737
373	680
374	664
375	711
376	677
377	657
378	638
379	673
380	603
381	663
382	637
383	651
384	594
385	607
386	582
387	571
388	597
389	567
390	555
391	542
392	503
393	515
394	551
395	505
396	562
397	510
398	535
399	542
400	507
401	496
402	516
403	479
404	491
405	533
406	466
407	484
408	503
409	511
410	484
411	491
412	480
413	507
414	498
415	540
416	552
417	543
418	544
419	580
420	566
421	562
422	581
423	675
424	602
425	700
426	723
427	726
428	740
429	802
430	770
431	832
432	861
433	862
434	902
435	959
436	973
437	1052
438	989
439	1046
440	1043
441	1172
442	1171
443	1248
444	1298
445	1257
446	1379
447	1422
448	1508
449	1466
450	1567
451	1555
452	1659
453	1701
454	1762
455	1814
456	1818
457	1931
458	1839
459	1787
460	1846
461	1929
462	1834
463	1907
464	1830
465	1817
466	1843
467	1680
468	1721
469	1718
470	1623
471	1638
472	1449
473	1464
474	1425
475	1459
476	1328
477	1189
478	1139
479	1146
480	1048
481	967
482	1064
483	935
484	833
485	824
486	848
487	766
488	713
489	721
490	740
491	726
492	674
493	748
494	674
