0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,2
42,0
43,0
44,0
45,1
46,2
47,3
48,0
49,2
50,2
51,0
52,1
53,0
54,0
55,2
56,1
57,2
58,3
59,2
60,0
61,2
62,1
63,2
64,0
65,1
66,1
67,2
68,1
69,1
70,1
71,1
72,1
73,1
74,2
75,3
76,2
77,2
78,1
79,1
80,1
81,2
82,2
83,0
84,2
85,1
86,1
87,3
88,1
89,1
90,1
91,0
92,0
93,1
94,1
95,2
96,0
97,1
98,1
99,1
100,2
101,1
102,1
103,0
104,0
105,1
106,0
107,0
108,0
109,1
110,2
111,0
112,1
113,0
114,1
115,1
116,0
117,0
118,3
119,1
120,3
121,2
122,3
123,2
124,0
125,2
126,0
127,1
128,3
129,1
130,0
131,1
132,1
133,1
134,1
135,0
136,2
137,1
138,0
139,0
140,1
141,0
142,2
143,1
144,1
145,0
146,0
147,0
148,1
149,0
150,0
151,1
152,1
153,3
154,0
155,1
156,2
157,0
158,0
159,0
160,1
161,0
162,1
163,1
164,0
165,0
166,1
167,1
168,1
169,0
170,1
171,2
172,0
173,1
174,0
175,0
176,0
177,1
178,0
179,1
180,1
181,0
182,2
183,0
184,1
185,0
186,0
187,0
188,0
189,0
190,1
191,0
192,0
193,0
194,0
195,1
196,0
197,2
198,0
199,2
200,1
201,0
202,0
203,1
204,0
205,0
206,1
207,3
208,1
209,1
210,0
211,0
212,1
213,2
214,0
215,2
216,1
217,3
218,1
219,1
220,2
221,0
222,0
223,0
224,0
225,0
226,1
227,0
228,1
229,0
230,1
231,0
232,0
233,0
234,0
235,0
236,0
237,2
238,1
239,0
240,1
241,0
242,0
243,0
244,2
245,2
246,0
247,2
248,1
249,1
250,0
251,2
252,1
253,0
254,1
255,1
256,0
257,1
258,0
259,0
260,1
261,1
262,1
263,1
264,0
265,1
266,2
267,1
268,1
269,0
270,2
271,0
272,1
273,0
274,1
275,2
276,1
277,0
278,2
279,1
280,1
281,1
282,0
283,0
284,0
285,1
286,1
287,1
288,0
289,0
290,0
291,0
292,0
293,0
294,1
295,2
296,0
297,1
298,0
299,1
300,0
301,0
302,1
303,1
304,0
305,1
306,1
307,0
308,0
309,1
310,1
311,0
312,0
313,0
314,0
315,0
316,0
317,1
318,0
319,1
320,1
321,3
322,0
323,0
324,0
325,0
326,1
327,1
328,2
329,1
330,2
331,2
332,1
333,2
334,3
335,1
336,1
337,0
338,1
339,0
340,2
341,0
342,1
343,2
344,1
345,1
346,0
347,0
348,1
349,1
350,1
351,1
352,2
353,0
354,3
355,0
356,2
357,1
358,4
359,1
360,3
361,2
362,2
363,1
364,1
365,2
366,5
367,6
368,10
369,1
370,3
371,9
372,7
373,13
374,18
375,16
376,17
377,25
378,29
379,41
380,40
381,34
382,41
383,46
384,30
385,55
386,54
387,73
388,43
389,64
390,66
391,68
392,66
393,74
394,77
395,90
396,91
397,94
398,98
399,85
400,108
401,84
402,91
403,89
404,109
405,87
406,90
407,88
408,78
409,79
410,66
411,89
412,100
413,89
414,74
415,72
416,68
417,79
418,84
419,71
420,64
421,49
422,55
423,49
424,44
425,41
426,45
427,37
428,43
429,41
430,31
431,39
432,28
433,31
434,19
435,22
436,21
437,14
438,7
439,7
440,10
441,8
442,3
443,3
444,5
445,1
446,0
447,0
448,4
449,2
450,0
451,1
452,0
453,1
454,0
455,0
456,0
457,1
458,0
459,0
460,2
461,1
462,2
463,2
464,2
465,1
466,1
467,1
468,0
469,1
470,0
471,1
472,0
473,1
474,0
475,0
476,0
477,0
478,0
479,0
480,1
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,1
489,0
490,1
491,0
492,1
493,1
494,1
495,0
496,0
497,0
498,1
499,0
500,0
501,0
502,0
503,0
504,0
505,0
506,1
507,0
508,0
509,0
510,2
511,0
512,1
513,0
514,0
515,0
516,1
517,1
518,0
519,0
520,0
521,0
522,0
523,0
524,0
525,0
526,1
527,0
528,1
529,1
530,0
531,1
532,0
533,0
